Name,MP ,GS ,A ,CS ,GC ,OG ,PS ,PM ,YC ,RC ,S ,B ,ESP ,BPS ,TP ,fpl_base.Team,Score,Opponent,H/A,GW,Pos,Difficulty rank,Difficulty desc,PID,Own%,Date,KO time,Season start price,Season end price
Davies,19,0,0,0,0,0,0,0,0,0,0,0,2,4,1,TOT,0 - 3,LIV,Home,3,DEF,32,Very difficult,455,21,2014/08/31,13:30:00,5,4.4
Dier,90,0,0,0,3,0,0,0,0,0,0,0,12,14,1,TOT,0 - 3,LIV,Home,3,DEF,32,Very difficult,548,236,2014/08/31,13:30:00,5,4.6
Dembélé,32,0,0,0,1,0,0,0,0,0,0,0,5,17,1,TOT,0 - 3,LIV,Home,3,MID,32,Very difficult,376,4,2014/08/31,13:30:00,5.5,5
Townsend,32,0,0,0,1,0,0,0,0,0,0,0,4,1,1,TOT,0 - 3,LIV,Home,3,MID,32,Very difficult,383,7,2014/08/31,13:30:00,6.5,6.2
Chadli,90,0,0,0,3,0,0,0,0,0,0,0,7,14,2,TOT,0 - 3,LIV,Home,3,MID,32,Very difficult,384,0.04,2014/08/31,13:30:00,6,6.2
Capoue,90,0,0,0,3,0,0,0,0,0,0,0,8,15,2,TOT,0 - 3,LIV,Home,3,MID,32,Very difficult,385,2,2014/08/31,13:30:00,5,4.8
Lamela,90,0,0,0,3,0,0,0,0,0,0,0,7,0,2,TOT,0 - 3,LIV,Home,3,MID,32,Very difficult,386,46,2014/08/31,13:30:00,8,7.4
Eriksen,58,0,0,0,2,0,0,0,0,0,0,0,4,16,1,TOT,0 - 3,LIV,Home,3,MID,32,Very difficult,387,96,2014/08/31,13:30:00,8,7.9
Bentaleb,58,0,0,0,2,0,0,0,0,0,0,0,3,14,1,TOT,0 - 3,LIV,Home,3,MID,32,Very difficult,388,14,2014/08/31,13:30:00,4.5,4.3
Adebayor,90,0,0,0,3,0,0,0,0,0,0,0,-3,-6,2,TOT,0 - 3,LIV,Home,3,FWD,32,Very difficult,392,67,2014/08/31,13:30:00,8.5,7.9
Schmeichel,90,0,0,0,1,0,0,0,0,0,5,0,11,15,3,LEI,1 - 1,ARS,Home,3,GKP,31,Very difficult,178,57,2014/08/31,16:00:00,4.5,4.5
Morgan,90,0,0,0,1,0,0,0,0,0,0,0,19,12,2,LEI,1 - 1,ARS,Home,3,DEF,31,Very difficult,180,6,2014/08/31,16:00:00,4.5,4.6
Moore,90,0,0,0,1,0,0,0,1,0,0,0,13,6,1,LEI,1 - 1,ARS,Home,3,DEF,31,Very difficult,182,15,2014/08/31,16:00:00,4,3.9
de Laet,90,0,0,0,1,0,0,0,0,0,0,0,18,18,2,LEI,1 - 1,ARS,Home,3,DEF,31,Very difficult,183,4,2014/08/31,16:00:00,4.5,4.3
Schlupp,69,0,1,0,1,0,0,0,0,0,0,0,17,16,5,LEI,1 - 1,ARS,Home,3,DEF,31,Very difficult,184,2,2014/08/31,16:00:00,4.5,4.5
Konchesky,90,0,0,0,1,0,0,0,0,0,0,0,9,18,2,LEI,1 - 1,ARS,Home,3,DEF,31,Very difficult,185,3,2014/08/31,16:00:00,4.5,4.4
Drinkwater,14,0,0,0,0,0,0,0,0,0,0,0,-2,5,1,LEI,1 - 1,ARS,Home,3,MID,31,Very difficult,187,3,2014/08/31,16:00:00,5.5,5
Hammond,90,0,0,0,1,0,0,0,1,0,0,0,7,6,1,LEI,1 - 1,ARS,Home,3,MID,31,Very difficult,188,1,2014/08/31,16:00:00,4.5,4.4
Mahrez,63,0,0,0,1,0,0,0,0,0,0,0,10,15,2,LEI,1 - 1,ARS,Home,3,MID,31,Very difficult,190,3,2014/08/31,16:00:00,5,4.9
King,90,0,0,0,1,0,0,0,0,0,0,0,13,21,2,LEI,1 - 1,ARS,Home,3,MID,31,Very difficult,192,0.03,2014/08/31,16:00:00,4.5,4.2
Albrighton,27,0,0,0,0,0,0,0,1,0,0,0,1,0,0,LEI,1 - 1,ARS,Home,3,MID,31,Very difficult,194,18,2014/08/31,16:00:00,4.5,4.3
Nugent,90,0,0,0,1,0,0,0,0,0,0,0,7,1,2,LEI,1 - 1,ARS,Home,3,FWD,31,Very difficult,195,11,2014/08/31,16:00:00,5.5,4.9
Vardy,21,0,0,0,0,0,0,0,0,0,0,0,9,4,1,LEI,1 - 1,ARS,Home,3,FWD,31,Very difficult,196,1,2014/08/31,16:00:00,5,4.6
Ulloa,76,1,0,0,1,0,0,0,0,0,0,1,21,24,7,LEI,1 - 1,ARS,Home,3,FWD,31,Very difficult,532,14,2014/08/31,16:00:00,5.5,5
Hart,90,0,0,0,2,0,0,0,0,0,4,0,9,13,2,MCI,2 - 2,ARS,Away,4,GKP,32,Very difficult,231,68,2014/09/13,12:45:00,6,6.1
Kolarov,14,0,1,0,0,0,0,0,0,0,0,0,4,10,4,MCI,2 - 2,ARS,Away,4,DEF,32,Very difficult,233,62,2014/09/13,12:45:00,6,5.8
Zabaleta,90,0,0,0,2,0,0,0,1,0,0,0,7,13,0,MCI,2 - 2,ARS,Away,4,DEF,32,Very difficult,235,51,2014/09/13,12:45:00,6.5,6.4
Kompany,90,0,0,0,2,0,0,0,0,0,0,0,3,7,1,MCI,2 - 2,ARS,Away,4,DEF,32,Very difficult,236,138,2014/09/13,12:45:00,6.5,6.4
Clichy,90,0,0,0,2,0,0,0,0,0,0,0,7,15,1,MCI,2 - 2,ARS,Away,4,DEF,32,Very difficult,237,65,2014/09/13,12:45:00,5.5,5.3
Demichelis,90,1,0,0,2,0,0,0,0,0,0,0,26,25,7,MCI,2 - 2,ARS,Away,4,DEF,32,Very difficult,241,18,2014/09/13,12:45:00,6,5.9
Nasri,45,0,0,0,2,0,0,0,0,0,0,0,13,14,1,MCI,2 - 2,ARS,Away,4,MID,32,Very difficult,244,46,2014/09/13,12:45:00,8.5,8.2
Silva,90,0,0,0,2,0,0,0,0,0,0,0,22,22,2,MCI,2 - 2,ARS,Away,4,MID,32,Very difficult,245,111,2014/09/13,12:45:00,9,9.8
Milner,90,0,0,0,2,0,0,0,0,0,0,0,6,11,2,MCI,2 - 2,ARS,Away,4,MID,32,Very difficult,247,3,2014/09/13,12:45:00,5.5,5.4
Navas,90,0,1,0,2,0,0,0,0,0,0,2,28,28,7,MCI,2 - 2,ARS,Away,4,MID,32,Very difficult,249,11,2014/09/13,12:45:00,7.5,7.2
Fernandinho,76,0,0,0,2,0,0,0,1,0,0,0,6,4,1,MCI,2 - 2,ARS,Away,4,MID,32,Very difficult,250,9,2014/09/13,12:45:00,7,6.8
Lampard,45,0,0,0,0,0,0,0,1,0,0,0,3,-2,0,MCI,2 - 2,ARS,Away,4,MID,32,Very difficult,551,5,2014/09/13,12:45:00,5.5,5
Dzeko,24,0,0,0,1,0,0,0,0,0,0,0,8,-1,1,MCI,2 - 2,ARS,Away,4,FWD,32,Very difficult,253,83,2014/09/13,12:45:00,8.5,7.9
Agüero,66,1,0,0,1,0,0,0,1,0,0,1,34,27,6,MCI,2 - 2,ARS,Away,4,FWD,32,Very difficult,254,93,2014/09/13,12:45:00,12,12.9
Fabianski,90,0,0,0,4,0,0,0,0,0,5,0,6,14,1,SWA,2 - 4,CHE,Away,4,GKP,34,Very difficult,448,35,2014/09/13,15:00:00,5,5.3
Williams,90,0,0,0,4,0,0,0,0,0,0,0,14,20,0,SWA,2 - 4,CHE,Away,4,DEF,34,Very difficult,449,66,2014/09/13,15:00:00,5,5.4
Taylor,90,0,1,0,4,0,0,0,1,0,0,0,16,27,2,SWA,2 - 4,CHE,Away,4,DEF,34,Very difficult,450,31,2014/09/13,15:00:00,4.5,4.8
Rangel,90,0,0,0,4,0,0,0,0,0,0,0,4,15,0,SWA,2 - 4,CHE,Away,4,DEF,34,Very difficult,452,8,2014/09/13,15:00:00,5,4.9
Amat,45,0,0,0,1,0,0,0,1,0,0,0,3,8,0,SWA,2 - 4,CHE,Away,4,DEF,34,Very difficult,457,9,2014/09/13,15:00:00,4.5,4.1
Fernández,45,0,0,0,3,0,0,0,0,0,0,0,1,3,0,SWA,2 - 4,CHE,Away,4,DEF,34,Very difficult,584,1,2014/09/13,15:00:00,5,4.9
Sigurdsson,90,0,0,0,4,0,0,0,0,0,0,0,7,18,2,SWA,2 - 4,CHE,Away,4,MID,34,Very difficult,381,391,2014/09/13,15:00:00,6,6.5
Routledge,65,0,0,0,2,0,0,0,0,0,0,0,-4,14,2,SWA,2 - 4,CHE,Away,4,MID,34,Very difficult,460,13,2014/09/13,15:00:00,5.5,5.4
Dyer,90,0,0,0,4,0,0,0,0,0,0,0,4,7,2,SWA,2 - 4,CHE,Away,4,MID,34,Very difficult,461,94,2014/09/13,15:00:00,5.5,5.2
Shelvey,90,1,0,0,4,0,0,0,1,0,0,1,18,28,7,SWA,2 - 4,CHE,Away,4,MID,34,Very difficult,465,58,2014/09/13,15:00:00,5.5,5.2
Ki Sung-Yueng,90,0,0,0,4,0,0,0,0,0,0,0,4,19,2,SWA,2 - 4,CHE,Away,4,MID,34,Very difficult,471,35,2014/09/13,15:00:00,5,5.1
Montero,25,0,0,0,2,0,0,0,0,0,0,0,3,4,1,SWA,2 - 4,CHE,Away,4,MID,34,Very difficult,537,2,2014/09/13,15:00:00,6,5.4
Bony,15,0,1,0,1,0,0,0,0,0,0,0,4,16,4,SWA,2 - 4,CHE,Away,4,FWD,34,Very difficult,472,58,2014/09/13,15:00:00,8.5,8.1
Gomis,75,0,0,0,3,0,0,0,0,0,0,0,-3,-1,2,SWA,2 - 4,CHE,Away,4,FWD,34,Very difficult,474,5,2014/09/13,15:00:00,7,6.5
Heaton,90,0,0,1,0,0,0,0,0,0,3,0,9,23,7,BUR,0 - 0,CRY,Away,4,GKP,18,Difficult,58,7,2014/09/13,15:00:00,4.5,4.7
Duff,90,0,0,1,0,0,0,0,0,0,0,2,15,28,8,BUR,0 - 0,CRY,Away,4,DEF,18,Difficult,60,54,2014/09/13,15:00:00,4,3.9
Shackell,90,0,0,1,0,0,0,0,0,0,0,0,6,25,6,BUR,0 - 0,CRY,Away,4,DEF,18,Difficult,61,2,2014/09/13,15:00:00,4.5,4.4
Mee,90,0,0,1,0,0,0,0,0,0,0,0,7,18,6,BUR,0 - 0,CRY,Away,4,DEF,18,Difficult,64,1,2014/09/13,15:00:00,4.5,4.5
Trippier,90,0,0,1,0,0,0,0,0,0,0,0,16,25,6,BUR,0 - 0,CRY,Away,4,DEF,18,Difficult,65,11,2014/09/13,15:00:00,5,4.8
Marney,90,0,0,1,0,0,0,0,0,0,0,0,11,15,3,BUR,0 - 0,CRY,Away,4,MID,18,Difficult,66,5,2014/09/13,15:00:00,4.5,4.2
Jones,90,0,0,1,0,0,0,0,0,0,0,0,18,13,3,BUR,0 - 0,CRY,Away,4,MID,18,Difficult,67,3,2014/09/13,15:00:00,4.5,4.5
Arfield,90,0,0,1,0,0,0,1,0,0,0,0,14,-3,1,BUR,0 - 0,CRY,Away,4,MID,18,Difficult,69,5,2014/09/13,15:00:00,5,4.7
Boyd,90,0,0,1,0,0,0,0,1,0,0,0,8,7,2,BUR,0 - 0,CRY,Away,4,MID,18,Difficult,168,17,2014/09/13,15:00:00,4.5,4.5
Ings,41,0,0,0,0,0,0,0,1,0,0,0,2,-3,0,BUR,0 - 0,CRY,Away,4,FWD,18,Difficult,73,12,2014/09/13,15:00:00,6,5.5
Sordell,49,0,0,0,0,0,0,0,1,0,0,0,5,-3,0,BUR,0 - 0,CRY,Away,4,FWD,18,Difficult,76,1,2014/09/13,15:00:00,5,4.6
Jutkiewicz,90,0,0,1,0,0,0,0,0,0,0,0,3,2,2,BUR,0 - 0,CRY,Away,4,FWD,18,Difficult,523,4,2014/09/13,15:00:00,5,4.4
Krul,90,0,0,0,4,0,0,0,0,0,3,0,6,8,1,NEW,0 - 4,SOU,Away,4,GKP,18,Difficult,288,215,2014/09/13,15:00:00,4.5,4.4
Williamson,90,0,0,0,4,0,0,0,0,0,0,0,3,13,0,NEW,0 - 4,SOU,Away,4,DEF,18,Difficult,290,0.01,2014/09/13,15:00:00,4.5,4.3
Coloccini,90,0,0,0,4,0,0,0,0,0,0,0,3,18,0,NEW,0 - 4,SOU,Away,4,DEF,18,Difficult,292,57,2014/09/13,15:00:00,4.5,4.5
Haidara,90,0,0,0,4,0,0,0,0,0,0,0,17,16,0,NEW,0 - 4,SOU,Away,4,DEF,18,Difficult,297,1,2014/09/13,15:00:00,4.5,4.1
Janmaat,90,0,0,0,4,0,0,0,0,0,0,0,6,17,0,NEW,0 - 4,SOU,Away,4,DEF,18,Difficult,527,44,2014/09/13,15:00:00,5,5.3
Tioté,45,0,0,0,2,0,0,0,1,0,0,0,1,10,0,NEW,0 - 4,SOU,Away,4,MID,18,Difficult,301,17,2014/09/13,15:00:00,4.5,4.3
Anita,45,0,0,0,2,0,0,0,0,0,0,0,3,3,1,NEW,0 - 4,SOU,Away,4,MID,18,Difficult,307,1,2014/09/13,15:00:00,5,4.7
Sissoko,89,0,0,0,3,0,0,0,0,0,0,0,12,7,2,NEW,0 - 4,SOU,Away,4,MID,18,Difficult,308,0.02,2014/09/13,15:00:00,6,5.8
Colback,90,0,0,0,4,0,0,0,1,0,0,0,7,7,1,NEW,0 - 4,SOU,Away,4,MID,18,Difficult,309,6,2014/09/13,15:00:00,5,4.7
Gouffran,90,0,0,0,4,0,0,0,0,0,0,0,12,14,2,NEW,0 - 4,SOU,Away,4,MID,18,Difficult,311,9,2014/09/13,15:00:00,6.5,6
Ameobi,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,NEW,0 - 4,SOU,Away,4,MID,18,Difficult,312,2,2014/09/13,15:00:00,4.5,4.2
Cabella,68,0,0,0,3,0,0,0,0,0,0,0,5,8,2,NEW,0 - 4,SOU,Away,4,MID,18,Difficult,525,0.02,2014/09/13,15:00:00,7.5,7
Ayoze,22,0,0,0,1,0,0,0,0,0,0,0,2,2,1,NEW,0 - 4,SOU,Away,4,FWD,18,Difficult,317,1,2014/09/13,15:00:00,5,4.3
Rivière,90,0,0,0,4,0,0,0,0,0,0,0,-4,-1,2,NEW,0 - 4,SOU,Away,4,FWD,18,Difficult,526,12,2014/09/13,15:00:00,7,6.7
Hamer,90,0,0,1,0,0,0,0,0,0,4,1,19,26,8,LEI,1 - 0,STK,Away,4,GKP,19,Difficult,179,0.02,2014/09/13,15:00:00,4,4
Morgan,90,0,0,1,0,0,0,0,0,0,0,0,20,24,6,LEI,1 - 0,STK,Away,4,DEF,19,Difficult,180,5,2014/09/13,15:00:00,4.5,4.6
Moore,90,0,0,1,0,0,0,0,0,0,0,0,14,21,6,LEI,1 - 0,STK,Away,4,DEF,19,Difficult,182,17,2014/09/13,15:00:00,4,3.9
de Laet,90,0,0,1,0,0,0,0,0,0,0,0,17,19,6,LEI,1 - 0,STK,Away,4,DEF,19,Difficult,183,4,2014/09/13,15:00:00,4.5,4.3
Schlupp,75,0,0,1,0,0,0,0,0,0,0,0,11,20,6,LEI,1 - 0,STK,Away,4,DEF,19,Difficult,184,3,2014/09/13,15:00:00,4.5,4.5
Konchesky,90,0,1,1,0,0,0,0,0,0,0,2,25,36,11,LEI,1 - 0,STK,Away,4,DEF,19,Difficult,185,4,2014/09/13,15:00:00,4.5,4.4
Drinkwater,45,0,0,0,0,0,0,0,0,0,0,0,9,6,1,LEI,1 - 0,STK,Away,4,MID,19,Difficult,187,2,2014/09/13,15:00:00,5.5,5
Hammond,90,0,0,1,0,0,0,0,0,0,0,0,10,16,3,LEI,1 - 0,STK,Away,4,MID,19,Difficult,188,1,2014/09/13,15:00:00,4.5,4.4
Mahrez,45,0,0,0,0,0,0,0,0,0,0,0,6,1,1,LEI,1 - 0,STK,Away,4,MID,19,Difficult,190,2,2014/09/13,15:00:00,5,4.9
King,45,0,0,0,0,0,0,0,0,0,0,0,3,4,1,LEI,1 - 0,STK,Away,4,MID,19,Difficult,192,33,2014/09/13,15:00:00,4.5,4.2
Cambiasso,45,0,0,0,0,0,0,0,0,0,0,0,9,5,1,LEI,1 - 0,STK,Away,4,MID,19,Difficult,592,1,2014/09/13,15:00:00,5,4.8
Nugent,90,0,0,1,0,0,0,0,0,0,0,0,18,3,2,LEI,1 - 0,STK,Away,4,FWD,19,Difficult,195,9,2014/09/13,15:00:00,5.5,4.9
Vardy,15,0,0,0,0,0,0,0,0,0,0,0,2,1,1,LEI,1 - 0,STK,Away,4,FWD,19,Difficult,196,1,2014/09/13,15:00:00,5,4.6
Ulloa,90,1,0,1,0,0,0,0,0,0,0,3,36,38,9,LEI,1 - 0,STK,Away,4,FWD,19,Difficult,532,29,2014/09/13,15:00:00,5.5,5
Lloris,90,0,0,0,2,0,0,0,0,0,0,0,5,7,1,TOT,2 - 2,SUN,Away,4,GKP,10,Favourable,364,117,2014/09/13,15:00:00,5.5,5.4
Rose,90,0,0,0,2,0,0,0,0,0,0,0,16,20,1,TOT,2 - 2,SUN,Away,4,DEF,10,Favourable,366,0.04,2014/09/13,15:00:00,5,4.8
Kaboul,90,0,0,0,2,0,0,0,0,0,0,0,10,8,1,TOT,2 - 2,SUN,Away,4,DEF,10,Favourable,368,0.03,2014/09/13,15:00:00,5,4.6
Chiriches,90,0,0,0,2,0,0,0,0,0,0,0,12,15,1,TOT,2 - 2,SUN,Away,4,DEF,10,Favourable,372,1,2014/09/13,15:00:00,5,4.7
Dier,90,0,0,0,2,0,0,0,1,0,0,0,7,13,0,TOT,2 - 2,SUN,Away,4,DEF,10,Favourable,548,249,2014/09/13,15:00:00,5,4.6
Dembélé,90,0,0,0,2,0,0,0,0,0,0,0,9,17,2,TOT,2 - 2,SUN,Away,4,MID,10,Favourable,376,4,2014/09/13,15:00:00,5.5,5
Lennon,5,0,0,0,0,0,0,0,0,0,0,0,1,3,1,TOT,2 - 2,SUN,Away,4,MID,10,Favourable,378,8,2014/09/13,15:00:00,6.5,6.2
Chadli,69,1,0,0,1,0,0,0,0,0,0,2,27,29,9,TOT,2 - 2,SUN,Away,4,MID,10,Favourable,384,54,2014/09/13,15:00:00,6,6.2
Capoue,90,0,0,0,2,0,0,0,0,0,0,0,14,19,2,TOT,2 - 2,SUN,Away,4,MID,10,Favourable,385,2,2014/09/13,15:00:00,5,4.8
Lamela,90,0,0,0,2,0,0,0,0,0,0,0,6,14,2,TOT,2 - 2,SUN,Away,4,MID,10,Favourable,386,44,2014/09/13,15:00:00,8,7.4
Eriksen,85,1,0,0,2,0,0,0,0,0,0,3,31,43,10,TOT,2 - 2,SUN,Away,4,MID,10,Favourable,387,85,2014/09/13,15:00:00,8,7.9
Stambouli,21,0,0,0,1,0,0,0,0,0,0,0,2,8,1,TOT,2 - 2,SUN,Away,4,MID,10,Favourable,595,0,2014/09/13,15:00:00,5,4.6
Adebayor,78,0,1,0,1,0,0,0,0,0,0,0,25,15,5,TOT,2 - 2,SUN,Away,4,FWD,10,Favourable,392,74,2014/09/13,15:00:00,8.5,7.9
Kane,12,0,0,0,1,1,0,0,0,0,0,0,1,-3,-1,TOT,2 - 2,SUN,Away,4,FWD,10,Favourable,393,8,2014/09/13,15:00:00,5,6
Howard,90,0,0,1,0,0,0,0,0,0,1,0,16,22,6,EVE,2 - 0,WBA,Away,4,GKP,8,Favourable,130,184,2014/09/13,15:00:00,5.5,5.1
Jagielka,90,0,0,1,0,0,0,0,0,0,0,2,13,32,8,EVE,2 - 0,WBA,Away,4,DEF,8,Favourable,132,88,2014/09/13,15:00:00,5.5,5.8
Baines,90,0,1,1,0,0,0,0,0,0,0,3,27,38,12,EVE,2 - 0,WBA,Away,4,DEF,8,Favourable,134,152,2014/09/13,15:00:00,7,7.1
Coleman,90,0,0,1,0,0,0,0,0,0,0,0,18,22,6,EVE,2 - 0,WBA,Away,4,DEF,8,Favourable,137,0.07,2014/09/13,15:00:00,7,6.8
Stones,90,0,0,1,0,0,0,0,0,0,0,2,17,32,8,EVE,2 - 0,WBA,Away,4,DEF,8,Favourable,139,15,2014/09/13,15:00:00,5.5,5.2
Osman,23,0,0,0,0,0,0,0,0,0,0,0,19,6,1,EVE,2 - 0,WBA,Away,4,MID,8,Favourable,143,9,2014/09/13,15:00:00,5.5,5
Mirallas,90,1,0,1,0,0,0,0,0,0,0,0,31,26,8,EVE,2 - 0,WBA,Away,4,MID,8,Favourable,147,46,2014/09/13,15:00:00,7.5,7.2
McCarthy,90,0,0,1,0,0,0,0,1,0,0,0,21,13,2,EVE,2 - 0,WBA,Away,4,MID,8,Favourable,148,18,2014/09/13,15:00:00,5,4.6
McGeady,87,0,0,1,0,0,0,0,0,0,0,0,11,11,3,EVE,2 - 0,WBA,Away,4,MID,8,Favourable,149,24,2014/09/13,15:00:00,5.5,5.3
Barry,90,0,0,1,0,0,0,0,0,0,0,0,18,17,3,EVE,2 - 0,WBA,Away,4,MID,8,Favourable,151,32,2014/09/13,15:00:00,5,4.7
Besic,3,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,EVE,2 - 0,WBA,Away,4,MID,8,Favourable,544,5,2014/09/13,15:00:00,5,4.5
Lukaku,67,1,0,1,0,0,0,0,0,0,0,0,35,30,6,EVE,2 - 0,WBA,Away,4,FWD,8,Favourable,103,92,2014/09/13,15:00:00,9,8.7
Naismith,90,0,0,1,0,0,0,0,1,0,0,0,14,2,1,EVE,2 - 0,WBA,Away,4,FWD,8,Favourable,152,347,2014/09/13,15:00:00,5,4.7
Guzan,90,0,0,1,0,0,0,0,0,0,1,1,14,22,7,AVL,1 - 0,LIV,Away,4,GKP,32,Very difficult,30,118,2014/09/13,17:30:00,4.5,4.6
Baker,90,0,0,1,0,0,0,0,0,0,0,2,16,26,8,AVL,1 - 0,LIV,Away,4,DEF,32,Very difficult,31,2,2014/09/13,17:30:00,4.4,4.3
Senderos,90,0,0,1,0,0,0,0,0,0,0,0,10,14,6,AVL,1 - 0,LIV,Away,4,DEF,32,Very difficult,39,21,2014/09/13,17:30:00,4.5,4.3
Hutton,90,0,0,1,0,0,0,0,1,0,0,0,18,20,5,AVL,1 - 0,LIV,Away,4,DEF,32,Very difficult,539,0.12,2014/09/13,17:30:00,4,4.3
Cissokho,90,0,0,1,0,0,0,0,0,0,0,0,14,18,6,AVL,1 - 0,LIV,Away,4,DEF,32,Very difficult,558,25,2014/09/13,17:30:00,4.5,4.4
Delph,90,0,0,1,0,0,0,0,0,0,0,0,16,11,3,AVL,1 - 0,LIV,Away,4,MID,32,Very difficult,40,17,2014/09/13,17:30:00,5,4.8
N'Zogbia,19,0,0,0,0,0,0,0,0,0,0,0,3,0,1,AVL,1 - 0,LIV,Away,4,MID,32,Very difficult,41,3,2014/09/13,17:30:00,5.5,5.2
Westwood,90,0,0,1,0,0,0,0,0,0,0,0,16,14,3,AVL,1 - 0,LIV,Away,4,MID,32,Very difficult,44,5,2014/09/13,17:30:00,5,4.7
Richardson,90,0,0,1,0,0,0,0,0,0,0,0,14,4,3,AVL,1 - 0,LIV,Away,4,MID,32,Very difficult,51,4,2014/09/13,17:30:00,5,4.9
Cleverley,85,0,0,1,0,0,0,0,0,0,0,0,16,6,3,AVL,1 - 0,LIV,Away,4,MID,32,Very difficult,274,2,2014/09/13,17:30:00,5.5,5.3
Sánchez,5,0,0,0,0,0,0,0,0,0,0,0,1,3,1,AVL,1 - 0,LIV,Away,4,MID,32,Very difficult,581,2,2014/09/13,17:30:00,4.5,4.4
Agbonlahor,90,1,0,1,0,0,0,0,0,0,0,3,32,30,9,AVL,1 - 0,LIV,Away,4,FWD,32,Very difficult,52,23,2014/09/13,17:30:00,5.5,5
Weimann,71,0,0,1,0,0,0,0,0,0,0,0,10,5,2,AVL,1 - 0,LIV,Away,4,FWD,32,Very difficult,53,68,2014/09/13,17:30:00,5.5,5.1
Bent,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,AVL,1 - 0,LIV,Away,4,FWD,32,Very difficult,57,7,2014/09/13,17:30:00,5,4.6
Szczesny,90,0,0,0,2,0,0,0,0,0,6,0,12,17,3,ARS,2 - 2,MCI,Home,4,GKP,32,Very difficult,1,98,2014/09/13,12:45:00,5.5,5.2
Koscielny,90,0,0,0,2,0,0,0,0,0,0,0,8,21,1,ARS,2 - 2,MCI,Home,4,DEF,32,Very difficult,2,117,2014/09/13,12:45:00,6,6.1
Mertesacker,90,0,0,0,2,0,0,0,0,0,0,0,6,14,1,ARS,2 - 2,MCI,Home,4,DEF,32,Very difficult,6,37,2014/09/13,12:45:00,6,6.1
Monreal,90,0,0,0,2,0,0,0,1,0,0,0,6,9,0,ARS,2 - 2,MCI,Home,4,DEF,32,Very difficult,7,9,2014/09/13,12:45:00,5,4.9
Debuchy,80,0,0,0,1,0,0,0,0,0,0,0,5,19,2,ARS,2 - 2,MCI,Home,4,DEF,32,Very difficult,295,165,2014/09/13,12:45:00,5.5,5.2
Chambers,10,0,0,0,1,0,0,0,0,0,0,0,1,6,1,ARS,2 - 2,MCI,Home,4,DEF,32,Very difficult,345,81,2014/09/13,12:45:00,4.5,4.5
Wilshere,90,1,1,0,2,0,0,0,0,0,0,3,44,52,13,ARS,2 - 2,MCI,Home,4,MID,32,Very difficult,10,45,2014/09/13,12:45:00,6.5,6.3
Ramsey,90,0,1,0,2,0,0,0,0,0,0,0,15,20,5,ARS,2 - 2,MCI,Home,4,MID,32,Very difficult,12,419,2014/09/13,12:45:00,9,8.8
Arteta,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,ARS,2 - 2,MCI,Home,4,MID,32,Very difficult,14,13,2014/09/13,12:45:00,5.5,5.2
Chamberlain,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,ARS,2 - 2,MCI,Home,4,MID,32,Very difficult,15,13,2014/09/13,12:45:00,6.5,6.2
Flamini,90,0,0,0,2,0,0,0,1,0,0,0,10,15,1,ARS,2 - 2,MCI,Home,4,MID,32,Very difficult,20,3,2014/09/13,12:45:00,5,4.8
Özil,90,0,0,0,2,0,0,0,0,0,0,0,4,10,2,ARS,2 - 2,MCI,Home,4,MID,32,Very difficult,21,22,2014/09/13,12:45:00,9,9
Sánchez,90,1,0,0,2,0,0,0,1,0,0,0,31,22,6,ARS,2 - 2,MCI,Home,4,MID,32,Very difficult,23,141,2014/09/13,12:45:00,10.5,11.6
Welbeck,87,0,0,0,2,0,0,0,0,0,0,0,8,-4,2,ARS,2 - 2,MCI,Home,4,FWD,32,Very difficult,285,99,2014/09/13,12:45:00,7,6.9
Courtois,90,0,0,0,2,0,0,0,0,0,1,0,13,8,1,CHE,4 - 2,SWA,Home,4,GKP,6,Favourable,78,0.11,2014/09/13,15:00:00,6,5.9
Cahill,90,0,0,0,2,0,0,0,0,0,0,0,17,14,1,CHE,4 - 2,SWA,Home,4,DEF,6,Favourable,79,172,2014/09/13,15:00:00,6.5,6.3
Terry,90,0,0,0,2,1,0,0,0,0,0,0,10,12,-1,CHE,4 - 2,SWA,Home,4,DEF,6,Favourable,80,98,2014/09/13,15:00:00,6.5,7.1
Ivanovic,90,0,0,0,2,0,0,0,0,0,0,0,9,15,1,CHE,4 - 2,SWA,Home,4,DEF,6,Favourable,81,239,2014/09/13,15:00:00,7,7.7
Azpilicueta,90,0,0,0,2,0,0,0,0,0,0,0,16,20,1,CHE,4 - 2,SWA,Home,4,DEF,6,Favourable,82,0.09,2014/09/13,15:00:00,6,6.2
Ramires,45,0,1,0,1,0,0,0,0,0,0,0,9,20,4,CHE,4 - 2,SWA,Home,4,MID,6,Favourable,86,7,2014/09/13,15:00:00,5.5,5.3
Hazard,90,0,0,0,2,0,0,0,0,0,0,0,29,25,2,CHE,4 - 2,SWA,Home,4,MID,6,Favourable,89,149,2014/09/13,15:00:00,10,10.8
Oscar,90,0,1,0,2,0,0,0,0,0,0,0,28,19,5,CHE,4 - 2,SWA,Home,4,MID,6,Favourable,90,34,2014/09/13,15:00:00,8.5,7.9
