Name,MP ,GS ,A ,CS ,GC ,OG ,PS ,PM ,YC ,RC ,S ,B ,ESP ,BPS ,TP ,fpl_base.Team,Score,Opponent,H/A,GW,Pos,Difficulty rank,Difficulty desc,PID,Own%,Date,KO time,Season start price,Season end price
Defoe,90,0,0,0,1,0,0,0,0,0,0,0,9,5,2,SUN,1 - 1,HUL,Away,28,FWD,3,Very favourable,662,22,2015/03/03,19:45:00,4,4.8
Speroni,90,0,0,0,1,0,0,0,0,0,2,0,5,7,2,CRY,0 - 1,SOU,Away,28,GKP,28,Difficult,104,25,2015/03/03,19:45:00,5,4.8
Ward,90,0,0,0,1,0,0,0,0,0,0,0,1,9,2,CRY,0 - 1,SOU,Away,28,DEF,28,Difficult,106,24,2015/03/03,19:45:00,5,4.7
Delaney,90,0,0,0,1,0,0,0,1,0,0,0,11,8,1,CRY,0 - 1,SOU,Away,28,DEF,28,Difficult,107,5,2015/03/03,19:45:00,5,4.9
Dann,90,0,0,0,1,0,0,0,0,0,0,0,11,10,2,CRY,0 - 1,SOU,Away,28,DEF,28,Difficult,112,12,2015/03/03,19:45:00,5,4.9
Kelly,90,0,0,0,1,0,0,0,0,0,0,0,12,5,2,CRY,0 - 1,SOU,Away,28,DEF,28,Difficult,201,6,2015/03/03,19:45:00,4.5,4.4
Bolasie,90,0,0,0,1,0,0,0,0,0,0,0,13,9,2,CRY,0 - 1,SOU,Away,28,MID,28,Difficult,114,7,2015/03/03,19:45:00,5.5,5.6
Puncheon,90,0,0,0,1,0,0,0,0,0,0,0,7,8,2,CRY,0 - 1,SOU,Away,28,MID,28,Difficult,119,52,2015/03/03,19:45:00,6,5.5
Ledley,90,0,0,0,1,0,0,0,0,0,0,0,7,19,2,CRY,0 - 1,SOU,Away,28,MID,28,Difficult,125,1,2015/03/03,19:45:00,5.5,5.2
Zaha,90,0,0,0,1,0,0,0,0,0,0,0,-2,11,2,CRY,0 - 1,SOU,Away,28,MID,28,Difficult,280,5,2015/03/03,19:45:00,5.5,5.1
McArthur,83,0,0,0,1,0,0,0,1,0,0,0,5,4,1,CRY,0 - 1,SOU,Away,28,MID,28,Difficult,598,0,2015/03/03,19:45:00,5.5,5.2
Gayle,90,0,0,0,1,0,0,0,0,0,0,0,3,7,2,CRY,0 - 1,SOU,Away,28,FWD,28,Difficult,127,12,2015/03/03,19:45:00,5.5,4.5
Ameobi,7,0,0,0,0,0,0,0,0,0,0,0,-4,2,1,CRY,0 - 1,SOU,Away,28,FWD,28,Difficult,668,0,2015/03/03,19:45:00,4.5,4.5
Guzan,90,0,0,0,1,0,0,0,0,0,0,0,12,8,2,AVL,2 - 1,WBA,Home,28,GKP,6,Favourable,30,125,2015/03/03,19:45:00,4.5,4.6
Clark,90,0,0,0,1,0,0,0,1,0,0,0,13,13,1,AVL,2 - 1,WBA,Home,28,DEF,6,Favourable,32,7,2015/03/03,19:45:00,4.5,4.2
Lowton,90,0,1,0,1,0,0,0,0,0,0,0,22,21,5,AVL,2 - 1,WBA,Home,28,DEF,6,Favourable,33,1,2015/03/03,19:45:00,4.5,4
Okore,90,0,0,0,1,0,0,0,0,0,0,0,14,22,2,AVL,2 - 1,WBA,Home,28,DEF,6,Favourable,36,2,2015/03/03,19:45:00,4.5,4.2
Hutton,90,0,0,0,1,0,0,0,1,0,0,0,10,9,1,AVL,2 - 1,WBA,Home,28,DEF,6,Favourable,539,105,2015/03/03,19:45:00,4,4.3
Delph,90,0,0,0,1,0,0,0,0,0,0,0,20,12,2,AVL,2 - 1,WBA,Home,28,MID,6,Favourable,40,8,2015/03/03,19:45:00,5,4.8
N'Zogbia,58,0,0,0,0,0,0,0,0,0,0,0,17,3,1,AVL,2 - 1,WBA,Home,28,MID,6,Favourable,41,2,2015/03/03,19:45:00,5.5,5.2
Westwood,90,0,0,0,1,0,0,0,0,0,0,0,14,22,2,AVL,2 - 1,WBA,Home,28,MID,6,Favourable,44,3,2015/03/03,19:45:00,5,4.7
Bacuna,14,0,0,0,0,0,0,0,0,0,0,0,6,-1,1,AVL,2 - 1,WBA,Home,28,MID,6,Favourable,45,1,2015/03/03,19:45:00,5.5,5
Grealish,32,0,0,0,1,0,0,0,0,0,0,0,11,6,1,AVL,2 - 1,WBA,Home,28,MID,6,Favourable,49,1,2015/03/03,19:45:00,4.5,4.3
Cleverley,76,0,0,0,1,0,0,0,0,0,0,0,12,9,2,AVL,2 - 1,WBA,Home,28,MID,6,Favourable,274,1,2015/03/03,19:45:00,5.5,5.3
Agbonlahor,81,1,0,0,1,0,0,0,0,0,0,2,44,24,8,AVL,2 - 1,WBA,Home,28,FWD,6,Favourable,52,14,2015/03/03,19:45:00,5.5,5
Weimann,9,0,0,0,0,0,0,0,0,0,0,0,1,3,1,AVL,2 - 1,WBA,Home,28,FWD,6,Favourable,53,23,2015/03/03,19:45:00,5.5,5.1
Benteke,90,1,1,0,1,0,0,0,0,0,0,3,39,36,12,AVL,2 - 1,WBA,Home,28,FWD,6,Favourable,54,5,2015/03/03,19:45:00,8,8
McGregor,90,0,0,0,1,0,0,0,0,0,2,0,8,11,2,HUL,1 - 1,SUN,Home,28,GKP,9,Favourable,155,24,2015/03/03,19:45:00,5,4.7
McShane,90,0,0,0,1,0,0,0,1,0,0,0,5,4,1,HUL,1 - 1,SUN,Home,28,DEF,9,Favourable,159,19,2015/03/03,19:45:00,4,3.9
Bruce,90,0,0,0,1,0,0,0,0,0,0,0,2,7,2,HUL,1 - 1,SUN,Home,28,DEF,9,Favourable,161,114,2015/03/03,19:45:00,4,4
Dawson,90,0,0,0,1,0,0,0,0,0,0,0,6,12,2,HUL,1 - 1,SUN,Home,28,DEF,9,Favourable,365,14,2015/03/03,19:45:00,5,4.6
Robertson,90,0,0,0,1,0,0,0,1,0,0,0,9,10,1,HUL,1 - 1,SUN,Home,28,DEF,9,Favourable,545,5,2015/03/03,19:45:00,4.5,4.2
Meyler,90,0,0,0,1,0,0,0,0,0,0,0,13,18,2,HUL,1 - 1,SUN,Home,28,MID,9,Favourable,166,1,2015/03/03,19:45:00,5,4.7
Elmohamady,90,0,0,0,1,0,0,0,0,0,0,0,20,18,2,HUL,1 - 1,SUN,Home,28,MID,9,Favourable,167,19,2015/03/03,19:45:00,5,5
Huddlestone,90,0,1,0,1,0,0,0,0,0,0,3,21,26,8,HUL,1 - 1,SUN,Home,28,MID,9,Favourable,169,12,2015/03/03,19:45:00,5.5,5.3
Livermore,90,0,0,0,1,0,0,0,0,0,0,0,7,4,2,HUL,1 - 1,SUN,Home,28,MID,9,Favourable,170,5,2015/03/03,19:45:00,5.5,5.1
Jelavic,72,0,0,1,0,0,0,0,0,0,0,0,4,3,2,HUL,1 - 1,SUN,Home,28,FWD,9,Favourable,174,12,2015/03/03,19:45:00,6,5.6
Hernández,18,0,0,0,1,0,0,0,0,0,0,0,2,4,1,HUL,1 - 1,SUN,Home,28,FWD,9,Favourable,594,1,2015/03/03,19:45:00,7,6.3
N'Doye,90,1,0,0,1,0,0,0,0,0,0,1,26,21,7,HUL,1 - 1,SUN,Home,28,FWD,9,Favourable,676,6,2015/03/03,19:45:00,5.5,5.5
Forster,90,0,0,1,0,0,0,0,0,0,3,0,17,23,7,SOU,1 - 0,CRY,Home,28,GKP,3,Very favourable,560,164,2015/03/03,19:45:00,5,5.3
Bertrand,90,0,0,1,0,0,0,0,0,0,0,0,10,17,6,SOU,1 - 0,CRY,Home,28,DEF,3,Very favourable,84,193,2015/03/03,19:45:00,5,5.8
Fonte,90,0,0,1,0,0,0,0,0,0,0,2,20,29,8,SOU,1 - 0,CRY,Home,28,DEF,3,Very favourable,341,143,2015/03/03,19:45:00,5.5,5.8
Clyne,90,0,0,1,0,0,0,0,0,0,0,0,16,19,6,SOU,1 - 0,CRY,Home,28,DEF,3,Very favourable,342,351,2015/03/03,19:45:00,5,5.9
Yoshida,90,0,0,1,0,0,0,0,0,0,0,0,10,26,6,SOU,1 - 0,CRY,Home,28,DEF,3,Very favourable,343,29,2015/03/03,19:45:00,4.5,4.1
Schneiderlin,90,0,0,1,0,0,0,0,0,0,0,1,14,28,4,SOU,1 - 0,CRY,Home,28,MID,3,Very favourable,349,59,2015/03/03,19:45:00,5.5,5.5
Ward-Prowse,13,0,1,0,0,0,0,0,0,0,0,0,15,13,4,SOU,1 - 0,CRY,Home,28,MID,3,Very favourable,351,17,2015/03/03,19:45:00,5,4.8
Wanyama,90,0,0,1,0,0,0,0,0,0,0,0,14,16,3,SOU,1 - 0,CRY,Home,28,MID,3,Very favourable,353,47,2015/03/03,19:45:00,4.5,4.6
Tadic,31,0,0,0,0,0,0,0,0,0,0,0,4,4,1,SOU,1 - 0,CRY,Home,28,MID,3,Very favourable,356,47,2015/03/03,19:45:00,7.5,7.4
Mané,90,1,0,1,0,0,0,0,0,0,0,3,33,36,11,SOU,1 - 0,CRY,Home,28,MID,3,Very favourable,604,17,2015/03/03,19:45:00,7,6.3
Elia,59,0,0,0,0,0,0,0,0,0,0,0,12,2,1,SOU,1 - 0,CRY,Home,28,MID,3,Very favourable,655,21,2015/03/03,19:45:00,5.5,4.3
Djuricic,77,0,0,1,0,0,0,0,0,0,0,0,10,14,3,SOU,1 - 0,CRY,Home,28,MID,3,Very favourable,674,0,2015/03/03,19:45:00,6,5.7
Long,21,0,0,0,0,0,0,0,0,0,0,0,-1,2,1,SOU,1 - 0,CRY,Home,28,FWD,3,Very favourable,176,13,2015/03/03,19:45:00,6,5.4
Pellè,69,0,0,1,0,0,0,0,0,0,0,0,4,8,2,SOU,1 - 0,CRY,Home,28,FWD,3,Very favourable,362,124,2015/03/03,19:45:00,7.5,7.5
Schwarzer,90,0,0,0,2,0,0,0,0,0,7,0,7,16,3,LEI,0 - 2,MCI,Away,28,GKP,37,Extremely difficult,644,1,2015/03/04,19:45:00,4.5,4.5
Morgan,90,0,0,0,2,0,0,0,0,0,0,0,12,9,1,LEI,0 - 2,MCI,Away,28,DEF,37,Extremely difficult,180,3,2015/03/04,19:45:00,4.5,4.6
Schlupp,90,0,0,0,2,0,0,0,0,0,0,0,3,5,1,LEI,0 - 2,MCI,Away,28,DEF,37,Extremely difficult,184,6,2015/03/04,19:45:00,4.5,4.5
Konchesky,56,0,0,0,1,0,0,0,1,0,0,0,2,2,0,LEI,0 - 2,MCI,Away,28,DEF,37,Extremely difficult,185,7,2015/03/04,19:45:00,4.5,4.4
Upson,90,0,0,0,2,0,0,0,0,0,0,0,2,11,1,LEI,0 - 2,MCI,Away,28,DEF,37,Extremely difficult,186,4,2015/03/04,19:45:00,4,3.9
Simpson,90,0,0,0,2,0,0,0,0,0,0,0,3,6,1,LEI,0 - 2,MCI,Away,28,DEF,37,Extremely difficult,324,2,2015/03/04,19:45:00,4.5,4.1
Huth,90,0,0,0,2,0,0,0,0,0,0,0,11,11,1,LEI,0 - 2,MCI,Away,28,DEF,37,Extremely difficult,399,2,2015/03/04,19:45:00,5,4.7
James,90,0,0,0,2,0,0,0,0,0,0,0,4,16,2,LEI,0 - 2,MCI,Away,28,MID,37,Extremely difficult,189,1,2015/03/04,19:45:00,4.5,4.4
Mahrez,76,0,0,0,1,0,0,0,0,0,0,0,4,5,2,LEI,0 - 2,MCI,Away,28,MID,37,Extremely difficult,190,3,2015/03/04,19:45:00,5,4.9
Cambiasso,90,0,0,0,2,0,0,0,0,0,0,0,4,9,2,LEI,0 - 2,MCI,Away,28,MID,37,Extremely difficult,592,3,2015/03/04,19:45:00,5,4.8
Nugent,34,0,0,0,1,0,0,0,0,0,0,0,1,2,1,LEI,0 - 2,MCI,Away,28,FWD,37,Extremely difficult,195,4,2015/03/04,19:45:00,5.5,4.9
Vardy,33,0,0,0,1,0,0,0,0,0,0,0,-2,5,1,LEI,0 - 2,MCI,Away,28,FWD,37,Extremely difficult,196,8,2015/03/04,19:45:00,5,4.6
Ulloa,14,0,0,0,1,0,0,0,0,0,0,0,1,5,1,LEI,0 - 2,MCI,Away,28,FWD,37,Extremely difficult,532,49,2015/03/04,19:45:00,5.5,5
Kramaric,57,0,0,0,1,0,0,0,0,0,0,0,8,3,1,LEI,0 - 2,MCI,Away,28,FWD,37,Extremely difficult,663,1,2015/03/04,19:45:00,4.5,5
de Gea,90,0,0,1,0,0,0,0,0,0,2,0,15,21,6,MUN,1 - 0,NEW,Away,28,GKP,16,Average,257,231,2015/03/04,19:45:00,5.5,5.8
Smalling,90,0,0,1,0,0,0,0,0,0,0,1,19,29,7,MUN,1 - 0,NEW,Away,28,DEF,16,Average,259,11,2015/03/04,19:45:00,5.5,5.3
Evans,90,0,0,1,0,0,0,0,0,0,0,2,16,31,8,MUN,1 - 0,NEW,Away,28,DEF,16,Average,263,4,2015/03/04,19:45:00,5.5,5
Rojo,88,0,0,1,0,0,0,0,1,0,0,0,9,22,5,MUN,1 - 0,NEW,Away,28,DEF,16,Average,582,0.01,2015/03/04,19:45:00,6,5.7
Mata,9,0,0,0,0,0,0,0,0,0,0,0,1,3,1,MUN,1 - 0,NEW,Away,28,MID,16,Average,267,59,2015/03/04,19:45:00,9,8.5
Fellaini,81,0,0,1,0,0,0,0,0,0,0,0,23,5,3,MUN,1 - 0,NEW,Away,28,MID,16,Average,268,5,2015/03/04,19:45:00,6.5,6.4
Valencia,90,0,0,1,0,0,0,0,1,0,0,0,21,20,2,MUN,1 - 0,NEW,Away,28,MID,16,Average,269,7,2015/03/04,19:45:00,6,5.7
Carrick,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,MUN,1 - 0,NEW,Away,28,MID,16,Average,272,1,2015/03/04,19:45:00,5.5,5.4
Young,90,1,0,1,0,0,0,0,0,0,0,3,41,32,11,MUN,1 - 0,NEW,Away,28,MID,16,Average,275,9,2015/03/04,19:45:00,5.5,5.1
Januzaj,32,0,0,0,0,0,0,0,0,0,0,0,5,-1,1,MUN,1 - 0,NEW,Away,28,MID,16,Average,279,11,2015/03/04,19:45:00,6.5,6.1
Herrera,90,0,0,1,0,0,0,0,0,0,0,0,14,14,3,MUN,1 - 0,NEW,Away,28,MID,16,Average,281,23,2015/03/04,19:45:00,7.5,7.2
Di María,58,0,0,0,0,0,0,0,0,0,0,0,13,4,1,MUN,1 - 0,NEW,Away,28,MID,16,Average,588,128,2015/03/04,19:45:00,9.5,9.4
Blind,90,0,0,1,0,0,0,0,0,0,0,0,17,13,3,MUN,1 - 0,NEW,Away,28,MID,16,Average,597,0.02,2015/03/04,19:45:00,5.5,4.9
Rooney,90,0,0,1,0,0,0,0,0,0,0,0,18,6,2,MUN,1 - 0,NEW,Away,28,FWD,16,Average,284,161,2015/03/04,19:45:00,10.5,10.6
Ospina,90,0,0,0,1,0,0,0,0,0,2,0,15,12,2,ARS,2 - 1,QPR,Away,28,GKP,16,Average,543,19,2015/03/04,19:45:00,5,5
Koscielny,54,0,0,0,1,0,0,0,0,0,0,0,12,8,1,ARS,2 - 1,QPR,Away,28,DEF,16,Average,2,87,2015/03/04,19:45:00,6,6.1
Gibbs,90,0,2,0,1,0,0,0,0,0,0,3,31,41,11,ARS,2 - 1,QPR,Away,28,DEF,16,Average,4,18,2015/03/04,19:45:00,5.5,5.2
Mertesacker,90,0,0,0,1,0,0,0,0,0,0,0,17,14,2,ARS,2 - 1,QPR,Away,28,DEF,16,Average,6,43,2015/03/04,19:45:00,6,6.1
Bellerín,90,0,0,0,1,0,0,0,1,0,0,0,20,10,1,ARS,2 - 1,QPR,Away,28,DEF,16,Average,9,45,2015/03/04,19:45:00,4.5,4.8
Gabriel,36,0,0,0,0,0,0,0,0,0,0,0,5,8,1,ARS,2 - 1,QPR,Away,28,DEF,16,Average,665,1,2015/03/04,19:45:00,5,5.1
Ramsey,4,0,0,0,0,0,0,0,0,0,0,0,1,2,1,ARS,2 - 1,QPR,Away,28,MID,16,Average,12,103,2015/03/04,19:45:00,9,8.8
Rosicky,86,0,0,0,1,0,0,0,0,0,0,0,21,18,2,ARS,2 - 1,QPR,Away,28,MID,16,Average,13,6,2015/03/04,19:45:00,5,4.6
Cazorla,90,0,0,0,1,0,0,0,0,0,0,0,26,21,2,ARS,2 - 1,QPR,Away,28,MID,16,Average,16,0.17,2015/03/04,19:45:00,8.5,8.4
Özil,90,0,0,0,1,0,0,0,0,0,0,0,24,18,2,ARS,2 - 1,QPR,Away,28,MID,16,Average,21,57,2015/03/04,19:45:00,9,9
Sánchez,90,1,0,0,1,0,0,0,0,0,0,1,40,31,8,ARS,2 - 1,QPR,Away,28,MID,16,Average,23,306,2015/03/04,19:45:00,10.5,11.6
Coquelin,90,0,0,0,1,0,0,0,0,0,0,0,16,23,2,ARS,2 - 1,QPR,Away,28,MID,16,Average,571,2,2015/03/04,19:45:00,4.5,4.5
Giroud,90,1,0,0,1,0,0,0,0,0,0,2,44,35,8,ARS,2 - 1,QPR,Away,28,FWD,16,Average,25,113,2015/03/04,19:45:00,8.5,8.7
Welbeck,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,ARS,2 - 1,QPR,Away,28,FWD,16,Average,285,51,2015/03/04,19:45:00,7,6.9
Fabianski,90,0,0,0,3,0,0,0,0,0,4,0,6,12,2,SWA,2 - 3,TOT,Away,28,GKP,23,Difficult,448,54,2015/03/04,19:45:00,5,5.3
Naughton,90,0,0,0,3,0,0,0,0,0,0,0,5,13,1,SWA,2 - 3,TOT,Away,28,DEF,23,Difficult,370,8,2015/03/04,19:45:00,4.5,4
Williams,90,0,0,0,3,0,0,0,0,0,0,0,3,14,1,SWA,2 - 3,TOT,Away,28,DEF,23,Difficult,449,92,2015/03/04,19:45:00,5,5.4
Taylor,90,0,1,0,3,0,0,0,0,0,0,0,11,31,4,SWA,2 - 3,TOT,Away,28,DEF,23,Difficult,450,59,2015/03/04,19:45:00,4.5,4.8
Fernández,90,0,0,0,3,0,0,0,0,0,0,0,19,23,1,SWA,2 - 3,TOT,Away,28,DEF,23,Difficult,584,1,2015/03/04,19:45:00,5,4.9
Cork,90,0,0,0,3,0,0,0,0,0,0,0,12,14,2,SWA,2 - 3,TOT,Away,28,MID,23,Difficult,348,15,2015/03/04,19:45:00,4.5,4.3
Sigurdsson,90,1,0,0,3,0,0,0,0,0,0,0,19,26,7,SWA,2 - 3,TOT,Away,28,MID,23,Difficult,381,242,2015/03/04,19:45:00,6,6.5
Routledge,90,0,0,0,3,0,0,0,0,0,0,0,8,4,2,SWA,2 - 3,TOT,Away,28,MID,23,Difficult,460,0.01,2015/03/04,19:45:00,5.5,5.4
Shelvey,72,0,0,0,3,0,0,0,0,0,0,0,19,14,2,SWA,2 - 3,TOT,Away,28,MID,23,Difficult,465,31,2015/03/04,19:45:00,5.5,5.2
Ki Sung-yueng,90,1,0,0,3,0,0,0,0,0,0,3,26,33,10,SWA,2 - 3,TOT,Away,28,MID,23,Difficult,471,53,2015/03/04,19:45:00,5,5.1
Montero,18,0,1,0,0,0,0,0,0,0,0,0,12,17,4,SWA,2 - 3,TOT,Away,28,MID,23,Difficult,537,1,2015/03/04,19:45:00,6,5.4
Gomis,11,0,0,0,1,0,0,0,0,0,0,0,0,2,1,SWA,2 - 3,TOT,Away,28,FWD,23,Difficult,474,4,2015/03/04,19:45:00,7,6.5
Nélson Oliveira,79,0,0,0,2,0,0,0,0,0,0,0,3,3,2,SWA,2 - 3,TOT,Away,28,FWD,23,Difficult,658,0,2015/03/04,19:45:00,6,5.5
Howard,90,0,0,0,2,0,0,0,0,0,1,0,3,10,1,EVE,0 - 2,STK,Away,28,GKP,19,Difficult,130,0.09,2015/03/04,19:45:00,5.5,5.1
Jagielka,90,0,0,0,2,0,0,0,0,0,0,0,8,18,1,EVE,0 - 2,STK,Away,28,DEF,19,Difficult,132,121,2015/03/04,19:45:00,5.5,5.8
Coleman,90,0,0,0,2,0,0,0,0,0,0,0,5,5,1,EVE,0 - 2,STK,Away,28,DEF,19,Difficult,137,49,2015/03/04,19:45:00,7,6.8
Stones,90,0,0,0,2,0,0,0,0,0,0,0,15,18,1,EVE,0 - 2,STK,Away,28,DEF,19,Difficult,139,0.01,2015/03/04,19:45:00,5.5,5.2
Garbutt,90,0,0,0,2,0,0,0,0,0,0,0,12,18,1,EVE,0 - 2,STK,Away,28,DEF,19,Difficult,140,3,2015/03/04,19:45:00,4,3.9
Osman,31,0,0,0,1,0,0,0,0,0,0,0,1,2,1,EVE,0 - 2,STK,Away,28,MID,19,Difficult,143,5,2015/03/04,19:45:00,5.5,5
Gibson,90,0,0,0,2,0,0,0,0,0,0,0,14,16,2,EVE,0 - 2,STK,Away,28,MID,19,Difficult,144,4,2015/03/04,19:45:00,4.5,4.2
Mirallas,8,0,0,0,1,0,0,0,0,0,0,0,-4,2,1,EVE,0 - 2,STK,Away,28,MID,19,Difficult,147,0.02,2015/03/04,19:45:00,7.5,7.2
McCarthy,90,0,0,0,2,0,0,0,0,0,0,0,9,17,2,EVE,0 - 2,STK,Away,28,MID,19,Difficult,148,9,2015/03/04,19:45:00,5,4.6
Barry,59,0,0,0,1,0,0,0,1,0,0,0,9,4,0,EVE,0 - 2,STK,Away,28,MID,19,Difficult,151,17,2015/03/04,19:45:00,5,4.7
Lennon,59,0,0,0,1,0,0,0,0,0,0,0,13,4,1,EVE,0 - 2,STK,Away,28,MID,19,Difficult,378,6,2015/03/04,19:45:00,6.5,6.2
Lukaku,90,0,0,0,2,0,0,0,0,0,0,0,4,-3,2,EVE,0 - 2,STK,Away,28,FWD,19,Difficult,103,72,2015/03/04,19:45:00,9,8.7
Naismith,82,0,0,0,1,0,0,0,1,0,0,0,3,-1,1,EVE,0 - 2,STK,Away,28,FWD,19,Difficult,152,119,2015/03/04,19:45:00,5,4.7
Koné,31,0,0,0,1,0,0,0,0,0,0,0,8,-2,1,EVE,0 - 2,STK,Away,28,FWD,19,Difficult,153,1,2015/03/04,19:45:00,5.5,5.4
Courtois,90,0,0,1,0,0,0,0,0,0,5,0,18,26,7,CHE,1 - 0,WHU,Away,28,GKP,20,Difficult,78,81,2015/03/04,19:45:00,6,5.9
Cahill,90,0,0,1,0,0,0,0,0,0,0,2,17,29,8,CHE,1 - 0,WHU,Away,28,DEF,20,Difficult,79,114,2015/03/04,19:45:00,6.5,6.3
Terry,90,0,0,1,0,0,0,0,1,0,0,0,19,26,5,CHE,1 - 0,WHU,Away,28,DEF,20,Difficult,80,187,2015/03/04,19:45:00,6.5,7.1
Ivanovic,90,0,0,1,0,0,0,0,0,0,0,0,15,25,6,CHE,1 - 0,WHU,Away,28,DEF,20,Difficult,81,268,2015/03/04,19:45:00,7,7.7
Azpilicueta,90,0,0,1,0,0,0,0,0,0,0,0,14,24,6,CHE,1 - 0,WHU,Away,28,DEF,20,Difficult,82,66,2015/03/04,19:45:00,6,6.2
Zouma,90,0,0,1,0,0,0,0,0,0,0,1,14,27,7,CHE,1 - 0,WHU,Away,28,DEF,20,Difficult,540,15,2015/03/04,19:45:00,5,4.2
Ramires,90,0,1,1,0,0,0,0,0,0,0,0,25,19,6,CHE,1 - 0,WHU,Away,28,MID,20,Difficult,86,4,2015/03/04,19:45:00,5.5,5.3
Hazard,90,1,0,1,0,0,0,0,1,0,0,3,40,44,10,CHE,1 - 0,WHU,Away,28,MID,20,Difficult,89,0.37,2015/03/04,19:45:00,10,10.8
Oscar,73,0,0,1,0,0,0,0,0,0,0,0,13,12,3,CHE,1 - 0,WHU,Away,28,MID,20,Difficult,90,57,2015/03/04,19:45:00,8.5,7.9
Willian,17,0,0,0,0,0,0,0,0,0,0,0,10,-1,1,CHE,1 - 0,WHU,Away,28,MID,20,Difficult,94,6,2015/03/04,19:45:00,8,7.7
Fàbregas,90,0,0,1,0,0,0,0,1,0,0,0,20,11,2,CHE,1 - 0,WHU,Away,28,MID,20,Difficult,100,299,2015/03/04,19:45:00,9,9.1
Remy,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,CHE,1 - 0,WHU,Away,28,FWD,20,Difficult,335,19,2015/03/04,19:45:00,7.5,6.9
Costa,90,0,0,1,0,0,0,0,0,0,0,0,6,2,2,CHE,1 - 0,WHU,Away,28,FWD,20,Difficult,522,384,2015/03/04,19:45:00,10.5,10.6
Drogba,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,CHE,1 - 0,WHU,Away,28,FWD,20,Difficult,542,9,2015/03/04,19:45:00,6.5,5.9
Heaton,90,0,0,0,2,0,0,0,0,0,6,0,8,16,3,BUR,0 - 2,LIV,Away,28,GKP,29,Very difficult,58,0.05,2015/03/04,20:00:00,4.5,4.7
Shackell,90,0,0,0,2,0,0,0,0,0,0,0,12,19,1,BUR,0 - 2,LIV,Away,28,DEF,29,Very difficult,61,4,2015/03/04,20:00:00,4.5,4.4
Mee,90,0,0,0,2,0,0,0,1,0,0,0,0,4,0,BUR,0 - 2,LIV,Away,28,DEF,29,Very difficult,64,2,2015/03/04,20:00:00,4.5,4.5
Trippier,90,0,0,0,2,0,0,0,0,0,0,0,5,15,1,BUR,0 - 2,LIV,Away,28,DEF,29,Very difficult,65,19,2015/03/04,20:00:00,5,4.8
Keane,90,0,0,0,2,0,0,0,0,0,0,0,3,16,1,BUR,0 - 2,LIV,Away,28,DEF,29,Very difficult,265,1,2015/03/04,20:00:00,4.5,4.2
Jones,90,0,0,0,2,0,0,0,0,0,0,0,4,16,2,BUR,0 - 2,LIV,Away,28,MID,29,Very difficult,67,7,2015/03/04,20:00:00,4.5,4.5
Wallace,39,0,0,0,0,0,0,0,0,0,0,0,-2,3,1,BUR,0 - 2,LIV,Away,28,MID,29,Very difficult,68,1,2015/03/04,20:00:00,4.5,4.2
Arfield,90,0,0,0,2,0,0,0,0,0,0,0,1,12,2,BUR,0 - 2,LIV,Away,28,MID,29,Very difficult,69,4,2015/03/04,20:00:00,5,4.7
Kightly,51,0,0,0,2,0,0,0,0,0,0,0,2,0,1,BUR,0 - 2,LIV,Away,28,MID,29,Very difficult,70,1,2015/03/04,20:00:00,5,4.5
Boyd,90,0,0,0,2,0,0,0,0,0,0,0,3,8,2,BUR,0 - 2,LIV,Away,28,MID,29,Very difficult,168,66,2015/03/04,20:00:00,4.5,4.5
Ings,89,0,0,0,2,0,0,0,0,0,0,0,4,9,2,BUR,0 - 2,LIV,Away,28,FWD,29,Very difficult,73,71,2015/03/04,20:00:00,6,5.5
Vokes,25,0,0,0,0,0,0,0,0,0,0,0,1,3,1,BUR,0 - 2,LIV,Away,28,FWD,29,Very difficult,74,0,2015/03/04,20:00:00,5.5,5.3
Barnes,65,0,0,0,2,0,0,0,0,0,0,0,6,1,2,BUR,0 - 2,LIV,Away,28,FWD,29,Very difficult,75,13,2015/03/04,20:00:00,4.5,4.4
Jutkiewicz,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,BUR,0 - 2,LIV,Away,28,FWD,29,Very difficult,523,2,2015/03/04,20:00:00,5,4.4
Hart,90,0,0,1,0,0,0,0,0,0,2,0,15,22,6,MCI,2 - 0,LEI,Home,28,GKP,2,Very favourable,231,65,2015/03/04,19:45:00,6,6.1
Kolarov,90,0,0,1,0,0,0,0,0,0,0,1,22,34,7,MCI,2 - 0,LEI,Home,28,DEF,2,Very favourable,233,31,2015/03/04,19:45:00,6,5.8
Demichelis,90,0,0,1,0,0,0,0,0,0,0,0,19,33,6,MCI,2 - 0,LEI,Home,28,DEF,2,Very favourable,241,13,2015/03/04,19:45:00,6,5.9
Sagna,90,0,0,1,0,0,0,0,0,0,0,0,16,28,6,MCI,2 - 0,LEI,Home,28,DEF,2,Very favourable,242,13,2015/03/04,19:45:00,5.5,5.1
Mangala,90,0,0,1,0,0,0,0,0,0,0,0,13,24,6,MCI,2 - 0,LEI,Home,28,DEF,2,Very favourable,562,9,2015/03/04,19:45:00,6,6
