Name,MP ,GS ,A ,CS ,GC ,OG ,PS ,PM ,YC ,RC ,S ,B ,ESP ,BPS ,TP ,fpl_base.Team,Score,Opponent,H/A,GW,Pos,Difficulty rank,Difficulty desc,PID,B (PPI),B +/-,Own%
Büttner,90,0,0,1,0,0,0,0,0,0,0,2,14,9,8,MUN,2 - 0,WHU,Away,31,DEF,8,Favourable,251,0,2,2
Mata,77,0,0,1,0,0,0,0,0,0,0,1,27,8,4,MUN,2 - 0,WHU,Away,31,MID,8,Favourable,92,2,-1,0.089
Fellaini,90,0,0,1,0,0,0,0,0,0,0,0,25,4,3,MUN,2 - 0,WHU,Away,31,MID,8,Favourable,133,0,,35
Carrick,90,0,0,1,0,0,0,0,0,0,0,0,14,7,3,MUN,2 - 0,WHU,Away,31,MID,8,Favourable,257,0,,0.026
Fletcher,90,0,0,1,0,0,0,0,0,0,0,0,21,5,3,MUN,2 - 0,WHU,Away,31,MID,8,Favourable,258,0,,0
Young,90,0,1,1,0,0,0,0,0,0,0,0,24,7,6,MUN,2 - 0,WHU,Away,31,MID,8,Favourable,260,0,,1
Kagawa,90,0,0,1,0,0,0,0,0,0,0,0,27,5,3,MUN,2 - 0,WHU,Away,31,MID,8,Favourable,262,2,-2,7
Hernández,14,0,0,0,0,0,0,0,0,0,0,0,2,1,1,MUN,2 - 0,WHU,Away,31,FWD,8,Favourable,265,0,,5
Rooney,76,2,0,1,0,0,0,0,0,0,0,3,35,19,13,MUN,2 - 0,WHU,Away,31,FWD,8,Favourable,266,3,0,0.14
Welbeck,13,0,0,0,0,0,0,0,0,0,0,0,3,1,1,MUN,2 - 0,WHU,Away,31,FWD,8,Favourable,267,0,,39
Marshall,90,0,0,0,6,0,0,0,0,0,3,0,5,3,0,CAR,3 - 6,LIV,Home,31,GKP,22,Difficult,55,0,,0.045
Caulker,90,0,0,0,6,0,0,0,0,0,0,0,6,2,-1,CAR,3 - 6,LIV,Home,31,DEF,22,Difficult,429,0,,0.052
Fabio,90,0,0,0,6,0,0,0,1,0,0,0,3,-2,-2,CAR,3 - 6,LIV,Home,31,DEF,22,Difficult,522,0,,6
John,64,0,0,0,4,0,0,0,0,0,0,0,3,2,0,CAR,3 - 6,LIV,Home,31,DEF,22,Difficult,531,0,,7
Théophile,90,0,0,0,6,0,0,0,0,0,0,0,7,2,-1,CAR,3 - 6,LIV,Home,31,DEF,22,Difficult,565,0,,0
Cala,90,0,0,0,6,0,0,0,1,0,0,0,4,0,-2,CAR,3 - 6,LIV,Home,31,DEF,22,Difficult,657,0,,0
Kim Bo-Kyung,64,0,0,0,4,0,0,0,0,0,0,0,2,2,2,CAR,3 - 6,LIV,Home,31,MID,22,Difficult,66,0,,4
Mutch,90,2,1,0,6,0,0,0,0,0,0,1,55,17,16,CAR,3 - 6,LIV,Home,31,MID,22,Difficult,69,1,0,0.051
Bellamy,69,0,0,0,4,0,0,0,0,0,0,0,6,3,2,CAR,3 - 6,LIV,Home,31,MID,22,Difficult,70,0,,0.013
Zaha,26,0,0,0,2,0,0,0,0,0,0,0,-1,1,1,CAR,3 - 6,LIV,Home,31,MID,22,Difficult,263,0,,19
Medel,90,0,0,0,6,0,0,0,0,0,0,0,4,6,2,CAR,3 - 6,LIV,Home,31,MID,22,Difficult,534,0,,2
Daehli,26,0,0,0,2,0,0,0,0,0,0,0,2,1,1,CAR,3 - 6,LIV,Home,31,MID,22,Difficult,626,0,,1
Campbell,90,1,1,0,6,0,0,0,0,0,0,0,25,12,9,CAR,3 - 6,LIV,Home,31,FWD,22,Difficult,75,0,,56
Jones,21,0,1,0,2,0,0,0,0,0,0,0,7,5,4,CAR,3 - 6,LIV,Home,31,FWD,22,Difficult,364,0,,6
Cech,90,0,0,1,0,0,0,0,0,0,5,0,18,7,7,CHE,6 - 0,ARS,Home,31,GKP,27,Very difficult,77,0,,115
Cahill,90,0,0,1,0,0,0,0,0,0,0,0,13,9,6,CHE,6 - 0,ARS,Home,31,DEF,27,Very difficult,79,0,,108
David Luiz,71,0,0,1,0,0,0,0,0,0,0,0,32,8,6,CHE,6 - 0,ARS,Home,31,DEF,27,Very difficult,80,0,,58
Terry,90,0,0,1,0,0,0,0,0,0,0,0,13,9,6,CHE,6 - 0,ARS,Home,31,DEF,27,Very difficult,82,0,,163
Ivanovic,90,0,0,1,0,0,0,0,0,0,0,0,15,9,6,CHE,6 - 0,ARS,Home,31,DEF,27,Very difficult,83,0,,197
Azpilicueta,90,0,0,1,0,0,0,0,0,0,0,0,18,9,6,CHE,6 - 0,ARS,Home,31,DEF,27,Very difficult,85,0,,0.054
Mikel,19,0,0,0,0,0,0,0,0,0,0,0,6,0,1,CHE,6 - 0,ARS,Home,31,MID,27,Very difficult,91,0,,0.009
Hazard,90,1,0,1,0,0,0,0,0,0,0,0,29,9,8,CHE,6 - 0,ARS,Home,31,MID,27,Very difficult,94,0,,393
Oscar,66,2,0,1,0,0,0,0,0,0,0,3,47,14,16,CHE,6 - 0,ARS,Home,31,MID,27,Very difficult,96,3,0,101
Schürrle,90,1,1,1,0,0,0,0,0,0,0,1,44,11,12,CHE,6 - 0,ARS,Home,31,MID,27,Very difficult,97,2,-1,16
Matic,90,0,2,1,0,0,0,0,0,0,0,2,39,12,11,CHE,6 - 0,ARS,Home,31,MID,27,Very difficult,628,1,1,4
Salah,24,1,0,0,0,0,0,0,0,0,0,0,20,7,6,CHE,6 - 0,ARS,Home,31,MID,27,Very difficult,636,0,,1
Torres,81,0,1,1,0,0,0,0,0,0,0,0,19,7,5,CHE,6 - 0,ARS,Home,31,FWD,27,Very difficult,99,0,,16
Eto'o,9,1,0,0,0,0,0,0,0,0,0,0,21,10,5,CHE,6 - 0,ARS,Home,31,FWD,27,Very difficult,560,0,,16
Howard,90,0,0,0,2,0,0,0,0,0,5,0,18,4,2,EVE,3 - 2,SWA,Home,31,GKP,5,Favourable,121,0,,0.077
Baines,90,1,0,0,2,0,0,0,0,0,0,0,37,9,7,EVE,3 - 2,SWA,Home,31,DEF,5,Favourable,127,2,-2,152
Distin,90,0,0,0,2,0,0,0,0,0,0,0,32,5,1,EVE,3 - 2,SWA,Home,31,DEF,5,Favourable,128,0,,64
Coleman,90,0,0,0,2,0,0,0,0,0,0,0,15,2,1,EVE,3 - 2,SWA,Home,31,DEF,5,Favourable,130,0,,389
Stones,90,0,0,0,2,0,0,0,0,0,0,0,18,5,1,EVE,3 - 2,SWA,Home,31,DEF,5,Favourable,524,0,,4
Osman,6,0,0,0,1,0,0,0,0,0,0,0,1,1,1,EVE,3 - 2,SWA,Home,31,MID,5,Favourable,132,0,,0.018
Barkley,83,1,1,0,1,0,0,0,0,0,0,2,36,10,12,EVE,3 - 2,SWA,Home,31,MID,5,Favourable,135,0,2,0.178
Mirallas,90,0,2,0,2,0,0,0,0,0,0,3,37,11,11,EVE,3 - 2,SWA,Home,31,MID,5,Favourable,138,2,1,96
Barry,90,0,0,0,2,0,0,0,0,0,0,0,27,5,2,EVE,3 - 2,SWA,Home,31,MID,5,Favourable,233,0,,12
McCarthy,90,0,0,0,2,0,0,0,0,0,0,0,18,4,2,EVE,3 - 2,SWA,Home,31,MID,5,Favourable,577,0,,3
McGeady,84,0,0,0,1,0,0,0,0,0,0,0,16,2,2,EVE,3 - 2,SWA,Home,31,MID,5,Favourable,625,0,,1
Lukaku,90,1,0,0,2,0,0,0,0,0,0,0,30,9,6,EVE,3 - 2,SWA,Home,31,FWD,5,Favourable,101,0,,193
Naismith,7,0,0,0,1,0,0,0,0,0,0,0,2,1,1,EVE,3 - 2,SWA,Home,31,FWD,5,Favourable,143,0,,0.013
Deulofeu,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,EVE,3 - 2,SWA,Home,31,FWD,5,Favourable,145,0,,8
McGregor,90,0,0,1,0,0,0,0,0,0,3,0,17,7,7,HUL,2 - 0,WBA,Home,31,GKP,5,Favourable,170,0,,66
Rosenior,90,1,0,1,0,0,0,0,0,0,0,3,39,13,15,HUL,2 - 0,WBA,Home,31,DEF,5,Favourable,171,3,0,32
Chester,90,0,0,1,0,0,0,0,0,0,0,0,24,6,6,HUL,2 - 0,WBA,Home,31,DEF,5,Favourable,172,0,,42
Davies,90,0,1,1,0,0,0,0,0,0,0,2,26,12,11,HUL,2 - 0,WBA,Home,31,DEF,5,Favourable,179,0,2,0.043
Koren,30,0,0,0,0,0,0,0,0,0,0,0,5,1,1,HUL,2 - 0,WBA,Home,31,MID,5,Favourable,181,0,,1
Quinn,14,0,0,0,0,0,0,0,0,0,0,0,2,1,1,HUL,2 - 0,WBA,Home,31,MID,5,Favourable,182,0,,0
Meyler,90,0,0,1,0,0,0,0,1,0,0,0,8,0,2,HUL,2 - 0,WBA,Home,31,MID,5,Favourable,184,0,,4
Elmohamady,90,0,0,1,0,0,0,0,0,0,0,0,17,2,3,HUL,2 - 0,WBA,Home,31,MID,5,Favourable,185,0,,8
Huddlestone,90,0,0,1,0,0,0,0,0,0,0,0,32,3,3,HUL,2 - 0,WBA,Home,31,MID,5,Favourable,436,1,-1,47
Livermore,90,0,0,1,0,0,0,0,0,0,0,0,19,4,3,HUL,2 - 0,WBA,Home,31,MID,5,Favourable,437,0,,48
Jelavic,83,0,1,1,0,0,0,1,0,0,0,0,24,0,3,HUL,2 - 0,WBA,Home,31,FWD,5,Favourable,142,0,,17
Aluko,60,0,0,1,0,0,0,0,1,0,0,0,10,-1,1,HUL,2 - 0,WBA,Home,31,FWD,5,Favourable,187,0,,6
Long,76,1,0,1,0,0,0,0,0,0,0,1,34,9,7,HUL,2 - 0,WBA,Home,31,FWD,5,Favourable,469,2,-1,34
Sagbo,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,HUL,2 - 0,WBA,Home,31,FWD,5,Favourable,527,0,,6
Hart,90,0,0,1,0,0,0,0,0,0,0,0,12,6,6,MCI,5 - 0,FUL,Home,31,GKP,1,Very favourable,217,0,,66
Kolarov,90,0,0,1,0,0,0,0,0,0,0,0,24,8,6,MCI,5 - 0,FUL,Home,31,DEF,1,Very favourable,220,0,,0.052
Zabaleta,90,0,0,1,0,0,0,0,0,0,0,0,16,9,6,MCI,5 - 0,FUL,Home,31,DEF,1,Very favourable,222,0,,228
Lescott,90,0,0,1,0,0,0,0,0,0,0,0,18,10,6,MCI,5 - 0,FUL,Home,31,DEF,1,Very favourable,223,0,,16
Demichelis,90,1,0,1,0,0,0,0,0,0,0,2,36,16,14,MCI,5 - 0,FUL,Home,31,DEF,1,Very favourable,563,2,0,5
Rodwell,14,0,0,0,0,0,0,0,0,0,0,0,2,1,1,MCI,5 - 0,FUL,Home,31,MID,1,Very favourable,229,0,,1
Nasri,81,0,1,1,0,0,0,0,0,0,0,0,19,8,6,MCI,5 - 0,FUL,Home,31,MID,1,Very favourable,230,0,,34
Silva,67,0,1,1,0,0,0,0,0,0,0,0,23,5,6,MCI,5 - 0,FUL,Home,31,MID,1,Very favourable,231,0,,79
Yaya Touré,76,3,0,1,0,0,0,0,0,0,0,3,70,24,21,MCI,5 - 0,FUL,Home,31,MID,1,Very favourable,232,3,0,0.45
Milner,90,0,1,1,0,0,0,0,0,0,0,0,31,5,6,MCI,5 - 0,FUL,Home,31,MID,1,Very favourable,234,0,,6
Navas,23,0,0,0,0,0,0,0,0,0,0,0,4,1,1,MCI,5 - 0,FUL,Home,31,MID,1,Very favourable,238,0,,29
Fernandinho,90,1,0,1,0,0,0,0,0,0,0,1,36,14,9,MCI,5 - 0,FUL,Home,31,MID,1,Very favourable,239,2,-1,12
Negredo,90,0,1,1,0,0,0,0,0,0,0,0,20,4,5,MCI,5 - 0,FUL,Home,31,FWD,1,Very favourable,502,0,,68
Jovetic,9,0,1,0,0,0,0,0,0,0,0,0,14,4,4,MCI,5 - 0,FUL,Home,31,FWD,1,Very favourable,503,0,,3
Krul,90,0,0,1,0,0,0,0,0,0,1,0,14,7,6,NEW,1 - 0,CRY,Home,31,GKP,3,Very favourable,268,0,,0.052
Williamson,90,0,0,1,0,0,0,0,0,0,0,2,14,10,8,NEW,1 - 0,CRY,Home,31,DEF,3,Very favourable,271,0,2,0.018
Coloccini,90,0,0,1,0,0,0,0,0,0,0,1,19,9,7,NEW,1 - 0,CRY,Home,31,DEF,3,Very favourable,273,0,1,19
Yanga-Mbiwa,90,0,0,1,0,0,0,0,0,0,0,3,18,11,9,NEW,1 - 0,CRY,Home,31,DEF,3,Very favourable,278,0,3,0.009
Dummett,90,0,0,1,0,0,0,0,0,0,0,1,14,9,7,NEW,1 - 0,CRY,Home,31,DEF,3,Very favourable,549,0,1,0.009
Tiote,90,0,0,1,0,0,0,0,0,0,0,0,29,5,3,NEW,1 - 0,CRY,Home,31,MID,3,Very favourable,281,2,-2,17
Ben Arfa,32,0,1,0,0,0,0,0,0,0,0,0,11,5,4,NEW,1 - 0,CRY,Home,31,MID,3,Very favourable,282,0,,65
Marveaux,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NEW,1 - 0,CRY,Home,31,MID,3,Very favourable,288,0,,1
Anita,90,0,0,1,0,0,0,0,0,0,0,0,21,3,3,NEW,1 - 0,CRY,Home,31,MID,3,Very favourable,290,0,,5
Sissoko,87,0,0,1,0,0,0,0,0,0,0,0,25,6,3,NEW,1 - 0,CRY,Home,31,MID,3,Very favourable,291,1,-1,0.051
Shola Ameobi,15,0,0,0,0,0,0,0,0,0,0,0,3,1,1,NEW,1 - 0,CRY,Home,31,FWD,3,Very favourable,292,0,,3
Cissé,90,1,0,1,0,0,0,0,0,0,0,0,38,8,6,NEW,1 - 0,CRY,Home,31,FWD,3,Very favourable,294,3,-3,7
Gouffran,75,0,0,1,0,0,0,0,0,0,0,0,16,5,2,NEW,1 - 0,CRY,Home,31,FWD,3,Very favourable,296,0,,16
de Jong,58,0,0,0,0,0,0,0,0,0,0,0,7,0,1,NEW,1 - 0,CRY,Home,31,FWD,3,Very favourable,641,0,,1
Ruddy,90,0,0,1,0,0,0,0,0,0,2,0,15,7,6,NOR,2 - 0,SUN,Home,31,GKP,3,Very favourable,297,0,,49
Martin,90,0,0,1,0,0,0,0,0,0,0,0,20,7,6,NOR,2 - 0,SUN,Home,31,DEF,3,Very favourable,300,0,,2
Bassong,90,0,0,1,0,0,0,0,0,0,0,0,13,6,6,NOR,2 - 0,SUN,Home,31,DEF,3,Very favourable,307,0,,0.015
Olsson,90,0,0,1,0,0,0,0,0,0,0,1,17,8,7,NOR,2 - 0,SUN,Home,31,DEF,3,Very favourable,308,0,1,23
Yobo,90,0,0,1,0,0,0,0,0,0,0,0,20,7,6,NOR,2 - 0,SUN,Home,31,DEF,3,Very favourable,656,0,,1
Hoolahan,88,0,0,1,0,0,0,0,0,0,0,0,22,5,3,NOR,2 - 0,SUN,Home,31,MID,3,Very favourable,310,0,,5
Johnson,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NOR,2 - 0,SUN,Home,31,MID,3,Very favourable,312,0,,0.013
Howson,90,0,0,1,0,0,0,0,1,0,0,0,25,2,2,NOR,2 - 0,SUN,Home,31,MID,3,Very favourable,315,1,-1,3
Snodgrass,90,1,0,1,0,0,0,0,1,0,0,2,35,9,9,NOR,2 - 0,SUN,Home,31,MID,3,Very favourable,316,3,-1,41
Tettey,90,1,0,1,0,0,0,0,0,0,0,3,33,10,11,NOR,2 - 0,SUN,Home,31,MID,3,Very favourable,317,2,1,3
Redmond,2,0,0,0,0,0,0,0,0,0,0,0,7,1,1,NOR,2 - 0,SUN,Home,31,MID,3,Very favourable,318,0,,19
v. Wolfswinkel,70,0,0,1,0,0,0,0,0,0,0,0,13,0,2,NOR,2 - 0,SUN,Home,31,FWD,3,Very favourable,320,0,,0.013
Hooper,20,0,0,0,0,0,0,0,0,0,0,0,3,1,1,NOR,2 - 0,SUN,Home,31,FWD,3,Very favourable,515,0,,0.01
Elmander,86,0,1,1,0,0,0,0,0,0,0,0,23,5,5,NOR,2 - 0,SUN,Home,31,FWD,3,Very favourable,552,0,,1
Adrián,90,0,0,0,2,0,0,0,0,0,4,0,0,3,2,WHU,0 - 2,MUN,Home,31,GKP,27,Very difficult,474,0,,35
Collins,90,0,0,0,2,0,0,0,1,0,0,0,2,3,0,WHU,0 - 2,MUN,Home,31,DEF,27,Very difficult,475,0,,0.059
Demel,90,0,0,0,2,0,0,0,0,0,0,0,0,2,1,WHU,0 - 2,MUN,Home,31,DEF,27,Very difficult,478,0,,23
Tomkins,90,0,0,0,2,0,0,0,0,0,0,0,4,4,1,WHU,0 - 2,MUN,Home,31,DEF,27,Very difficult,480,0,,3
McCartney,90,0,0,0,2,0,0,0,0,0,0,0,7,6,1,WHU,0 - 2,MUN,Home,31,DEF,27,Very difficult,481,0,,0.01
Downing,90,0,0,0,2,0,0,0,0,0,0,0,0,4,2,WHU,0 - 2,MUN,Home,31,MID,27,Very difficult,202,0,,8
Taylor,82,0,0,0,2,0,0,0,1,0,0,0,9,2,1,WHU,0 - 2,MUN,Home,31,MID,27,Very difficult,486,0,,1
Noble,90,0,0,0,2,0,0,0,0,0,0,0,6,3,2,WHU,0 - 2,MUN,Home,31,MID,27,Very difficult,487,0,,19
Nolan,71,0,0,0,2,0,0,0,0,0,0,0,0,0,2,WHU,0 - 2,MUN,Home,31,MID,27,Very difficult,489,0,,155
Diamé,57,0,0,0,2,0,0,0,0,0,0,0,1,1,1,WHU,0 - 2,MUN,Home,31,MID,27,Very difficult,490,0,,16
Jarvis,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,WHU,0 - 2,MUN,Home,31,MID,27,Very difficult,492,0,,0.011
Nocerino,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,WHU,0 - 2,MUN,Home,31,MID,27,Very difficult,634,0,,0
Carroll,90,0,0,0,2,0,0,0,0,0,0,0,6,1,2,WHU,0 - 2,MUN,Home,31,FWD,27,Very difficult,493,0,,0.009
Cole,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,WHU,0 - 2,MUN,Home,31,FWD,27,Very difficult,592,0,,4
Begovic,90,0,0,0,1,0,0,0,0,0,2,0,15,2,2,STK,4 - 1,AVL,Away,31,GKP,24,Very difficult,345,0,,0.059
Shawcross,90,0,0,0,1,0,0,0,0,0,0,0,17,4,2,STK,4 - 1,AVL,Away,31,DEF,24,Very difficult,348,0,,0.077
Wilson,90,0,0,0,1,0,0,0,0,0,0,0,14,4,2,STK,4 - 1,AVL,Away,31,DEF,24,Very difficult,350,0,,0.011
Cameron,90,1,0,0,1,0,0,0,0,0,0,0,35,8,8,STK,4 - 1,AVL,Away,31,DEF,24,Very difficult,351,1,-1,7
Pieters,77,0,1,0,1,0,0,0,0,0,0,0,20,9,5,STK,4 - 1,AVL,Away,31,DEF,24,Very difficult,352,0,,4
Muniesa,13,0,0,0,0,0,0,0,0,0,0,0,2,1,1,STK,4 - 1,AVL,Away,31,DEF,24,Very difficult,353,0,,1
Whelan,90,0,0,0,1,0,0,0,0,0,0,0,15,5,2,STK,4 - 1,AVL,Away,31,MID,24,Very difficult,356,0,,1
Palacios,90,0,0,0,1,0,0,0,1,0,0,0,20,3,1,STK,4 - 1,AVL,Away,31,MID,24,Very difficult,357,0,,1
N'Zonzi,90,1,0,0,1,0,0,0,0,0,0,0,32,8,7,STK,4 - 1,AVL,Away,31,MID,24,Very difficult,362,0,,0.009
Arnautovic,90,0,2,0,1,0,0,0,0,0,0,0,21,8,8,STK,4 - 1,AVL,Away,31,MID,24,Very difficult,576,0,,2
Crouch,90,1,1,0,1,0,0,0,0,0,0,3,40,15,12,STK,4 - 1,AVL,Away,31,FWD,24,Very difficult,365,2,1,0.036
Odemwingie,90,1,0,0,1,0,0,0,0,0,0,1,41,10,7,STK,4 - 1,AVL,Away,31,FWD,24,Very difficult,468,3,-2,5
Boruc,90,0,1,0,3,0,0,0,0,0,3,0,13,8,5,SOU,2 - 3,TOT,Away,31,GKP,8,Favourable,323,0,,115
Fonte,90,0,0,0,3,0,0,0,0,0,0,0,3,4,1,SOU,2 - 3,TOT,Away,31,DEF,8,Favourable,326,0,,226
Clyne,45,0,0,0,1,0,0,0,0,0,0,0,2,0,1,SOU,2 - 3,TOT,Away,31,DEF,8,Favourable,327,0,,31
Shaw,90,0,0,0,3,0,0,0,0,0,0,0,4,4,1,SOU,2 - 3,TOT,Away,31,DEF,8,Favourable,328,0,,188
Lovren,90,0,0,0,3,0,0,0,1,0,0,0,3,3,0,SOU,2 - 3,TOT,Away,31,DEF,8,Favourable,330,0,,63
Chambers,45,0,0,0,2,0,0,0,0,0,0,0,8,1,0,SOU,2 - 3,TOT,Away,31,DEF,8,Favourable,516,0,,31
Cork,90,0,0,0,3,0,0,0,1,0,0,0,4,2,1,SOU,2 - 3,TOT,Away,31,MID,8,Favourable,331,0,,8
Lallana,90,1,0,0,3,0,0,0,0,0,0,2,38,10,9,SOU,2 - 3,TOT,Away,31,MID,8,Favourable,333,2,0,309
Steven Davis,90,0,0,0,3,0,0,0,0,0,0,0,5,6,2,SOU,2 - 3,TOT,Away,31,MID,8,Favourable,337,0,,0.009
Ward-Prowse,90,0,0,0,3,0,0,0,0,0,0,0,4,5,2,SOU,2 - 3,TOT,Away,31,MID,8,Favourable,338,0,,31
Ramírez,27,0,0,0,1,0,0,0,0,0,0,0,5,1,1,SOU,2 - 3,TOT,Away,31,MID,8,Favourable,339,0,,5
Lambert,89,0,1,0,2,0,0,0,0,0,0,0,4,5,5,SOU,2 - 3,TOT,Away,31,FWD,8,Favourable,342,0,,104
Rodriguez,63,1,0,0,2,0,0,0,0,0,0,1,23,9,7,SOU,2 - 3,TOT,Away,31,FWD,8,Favourable,343,1,0,166
Gallagher,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,SOU,2 - 3,TOT,Away,31,FWD,8,Favourable,599,0,,0
Guzan,90,0,0,0,4,0,0,0,0,0,1,0,3,3,0,AVL,1 - 4,STK,Home,31,GKP,2,Very favourable,26,0,,0.043
Baker,90,0,0,0,4,0,0,0,1,0,0,0,-3,-1,-1,AVL,1 - 4,STK,Home,31,DEF,2,Very favourable,27,0,,96
Vlaar,90,0,0,0,4,0,0,0,0,0,0,0,6,3,0,AVL,1 - 4,STK,Home,31,DEF,2,Very favourable,31,0,,0.03
Bertrand,90,0,0,0,4,0,0,0,0,0,0,0,11,3,0,AVL,1 - 4,STK,Home,31,DEF,2,Very favourable,81,0,,4
Delph,90,0,1,0,4,0,0,0,0,0,0,1,17,10,6,AVL,1 - 4,STK,Home,31,MID,2,Very favourable,37,0,1,27
Albrighton,58,0,0,0,2,0,0,0,1,0,0,0,5,-2,0,AVL,1 - 4,STK,Home,31,MID,2,Very favourable,38,0,,1
El Ahmadi,32,0,0,0,2,0,0,0,1,0,0,0,1,0,0,AVL,1 - 4,STK,Home,31,MID,2,Very favourable,43,0,,0.018
Westwood,72,0,0,0,3,0,0,0,0,0,0,0,7,5,2,AVL,1 - 4,STK,Home,31,MID,2,Very favourable,44,0,,3
Sylla,58,0,0,0,2,0,0,0,0,0,0,0,4,2,1,AVL,1 - 4,STK,Home,31,MID,2,Very favourable,45,0,,0
Bacuna,90,0,0,0,4,0,0,0,1,0,0,0,-1,1,1,AVL,1 - 4,STK,Home,31,MID,2,Very favourable,46,0,,55
Agbonlahor,90,0,0,0,4,0,0,0,0,0,0,0,-3,1,2,AVL,1 - 4,STK,Home,31,FWD,2,Very favourable,50,0,,0.01
Weimann,32,0,0,0,2,0,0,0,0,0,0,0,-3,1,1,AVL,1 - 4,STK,Home,31,FWD,2,Very favourable,51,0,,0.015
Benteke,90,1,0,0,4,0,0,0,1,0,0,2,30,11,7,AVL,1 - 4,STK,Home,31,FWD,2,Very favourable,53,0,2,94
Holt,18,0,0,0,1,0,0,0,0,0,0,0,1,1,1,AVL,1 - 4,STK,Home,31,FWD,2,Very favourable,627,0,,0
Lloris,90,0,0,0,2,0,0,0,0,0,2,0,15,2,1,TOT,3 - 2,SOU,Home,31,GKP,7,Favourable,423,0,,56
Kaboul,90,0,0,0,2,0,0,0,0,0,0,0,17,3,1,TOT,3 - 2,SOU,Home,31,DEF,7,Favourable,426,0,,4
Naughton,90,0,0,0,2,0,0,0,0,0,0,0,22,1,1,TOT,3 - 2,SOU,Home,31,DEF,7,Favourable,428,0,,5
Vertonghen,90,0,0,0,2,0,0,0,0,0,0,0,14,5,1,TOT,3 - 2,SOU,Home,31,DEF,7,Favourable,430,0,,0.04
Dembélé,45,0,0,0,2,0,0,0,0,0,0,0,7,1,1,TOT,3 - 2,SOU,Home,31,MID,7,Favourable,432,0,,0.026
Lennon,71,0,0,0,2,0,0,0,0,0,0,0,12,1,2,TOT,3 - 2,SOU,Home,31,MID,7,Favourable,434,0,,0.013
Rose,90,0,0,0,2,0,0,0,0,0,0,0,22,2,2,TOT,3 - 2,SOU,Home,31,MID,7,Favourable,441,0,,4
Sigurdsson,45,1,0,0,0,0,0,0,0,0,0,0,23,8,6,TOT,3 - 2,SOU,Home,31,MID,7,Favourable,442,1,-1,25
Townsend,19,0,0,0,0,0,0,0,0,0,0,0,4,1,1,TOT,3 - 2,SOU,Home,31,MID,7,Favourable,446,0,,17
Chadli,90,0,0,0,2,0,0,0,0,0,0,0,14,3,2,TOT,3 - 2,SOU,Home,31,MID,7,Favourable,514,0,,2
Eriksen,90,2,1,0,2,0,0,0,0,0,0,3,73,19,18,TOT,3 - 2,SOU,Home,31,MID,7,Favourable,561,3,0,32
Bentaleb,90,0,0,0,2,0,0,0,1,0,0,0,9,3,1,TOT,3 - 2,SOU,Home,31,MID,7,Favourable,608,0,,3
Soldado,90,0,1,0,2,0,0,0,0,0,0,0,14,6,5,TOT,3 - 2,SOU,Home,31,FWD,7,Favourable,526,0,,0.05
Hart,90,0,0,1,0,0,0,0,0,0,4,0,18,8,7,MCI,3 - 0,MUN,Away,31.5,GKP,27,Very difficult,217,0,,66
Zabaleta,90,0,0,1,0,0,0,0,0,0,0,0,15,8,6,MCI,3 - 0,MUN,Away,31.5,DEF,27,Very difficult,222,0,,228
Kompany,90,0,0,1,0,0,0,0,1,0,0,1,20,9,6,MCI,3 - 0,MUN,Away,31.5,DEF,27,Very difficult,224,0,1,0.044
Clichy,90,0,0,1,0,0,0,0,0,0,0,0,21,8,6,MCI,3 - 0,MUN,Away,31.5,DEF,27,Very difficult,225,0,,21
Demichelis,90,0,0,1,0,0,0,0,0,0,0,0,14,6,6,MCI,3 - 0,MUN,Away,31.5,DEF,27,Very difficult,563,0,,5
Nasri,73,0,2,1,0,0,0,0,0,0,0,0,24,8,9,MCI,3 - 0,MUN,Away,31.5,MID,27,Very difficult,230,1,-1,34
Silva,90,0,0,1,0,0,0,0,0,0,0,0,15,5,3,MCI,3 - 0,MUN,Away,31.5,MID,27,Very difficult,231,0,,79
Yaya Touré,90,1,0,1,0,0,0,0,0,0,0,2,37,12,10,MCI,3 - 0,MUN,Away,31.5,MID,27,Very difficult,232,2,0,0.45
Milner,17,0,1,0,0,0,0,0,0,0,0,0,9,4,4,MCI,3 - 0,MUN,Away,31.5,MID,27,Very difficult,234,0,,6
Javi García,23,0,0,0,0,0,0,0,0,0,0,0,3,1,1,MCI,3 - 0,MUN,Away,31.5,MID,27,Very difficult,237,0,,2
Navas,67,0,0,1,0,0,0,0,0,0,0,0,13,4,3,MCI,3 - 0,MUN,Away,31.5,MID,27,Very difficult,238,0,,29
Fernandinho,90,0,0,1,0,0,0,0,1,0,0,0,6,2,2,MCI,3 - 0,MUN,Away,31.5,MID,27,Very difficult,239,0,,12
Dzeko,78,2,0,1,0,0,0,0,0,0,0,3,54,18,13,MCI,3 - 0,MUN,Away,31.5,FWD,27,Very difficult,240,3,0,96
Negredo,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MCI,3 - 0,MUN,Away,31.5,FWD,27,Very difficult,502,0,,68
